Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDT04,743.8136889644132,OUT013
FDL58,2224.430519922796,OUT019
FDE52,1472.2979119940544,OUT045
FDW12,2500.3276177548,OUT035
FDL51,3499.17163175145,OUT017
NCY42,3669.3541994593015,OUT027
FDR07,1704.386541104935,OUT017
FDN40,2341.925789890122,OUT045
FDB35,2975.938723178917,OUT027
FDA22,2708.4019276470285,OUT017
NCL06,4020.0931885843825,OUT046
FDI35,2889.3869050858066,OUT013
NCW42,3358.9867537069454,OUT045
NCX06,2926.340846616716,OUT049
FDC37,3208.3154817412405,OUT027
FDZ14,1759.3628553683423,OUT018
DRG49,3880.4720445096314,OUT049
NCG06,3875.837440520005,OUT045
DRC36,2697.430348414642,OUT045
FDV21,89.20329367236661,OUT019
FDB53,2335.2836003628104,OUT046
DRP47,1969.3600466199541,OUT019
FDA14,2346.3123118934705,OUT013
DRC24,2559.436840774869,OUT035
FDW21,1431.1415252561844,OUT018
NCH29,1574.1901419858752,OUT046
FDU58,3038.8499545102045,OUT013
FDY27,2888.5866735281925,OUT017
FDV56,1978.6353753250971,OUT035
FDT59,3588.219044516926,OUT046
FDB23,3557.5198981563976,OUT046
FDR49,760.321798379874,OUT045
FDB03,1879.1002918477911,OUT010
FDN39,2601.008116477854,OUT045
FDX02,4893.539499114106,OUT027
FDQ16,3196.57648028102,OUT027
FDU35,1349.3325726460907,OUT018
NCT29,1985.407412854457,OUT013
FDZ27,871.1855531616699,OUT046
FDN57,2352.0259350435467,OUT017
FDA03,2095.9434563670675,OUT018
FDZ36,2892.910145545566,OUT045
NCU05,1378.5344023376726,OUT013
FDT39,2199.463258352248,OUT018
FDK60,1722.7099429732366,OUT017
FDZ25,2809.59873276324,OUT017
FDG12,1996.2641667968078,OUT046
DRB01,1083.3357803119593,OUT019
NCC43,5257.561572088323,OUT027
FDX13,1979.8573545982827,OUT019
FDM22,1099.9470861104883,OUT049
FDJ03,2354.42284128843,OUT027
FDU14,3604.680000547861,OUT018
FDB33,672.5769401362744,OUT010
FDP27,2975.193406761577,OUT046
FDO38,-582.7923496414335,OUT010
FDE28,5039.563589210016,OUT027
FDO27,1728.2847298513598,OUT035
DRL23,3168.9509894147486,OUT027
FDS28,1027.0683487085082,OUT046
FDX24,1576.821883985007,OUT013
FDZ02,1784.073472404236,OUT035
FDL46,1839.2554744810398,OUT045
FDS60,4250.409336238305,OUT027
NCO06,717.6465905641755,OUT017
FDO16,1575.6042405473027,OUT035
FDC60,1593.7200437221395,OUT049
FDA48,3143.3858700772066,OUT018
FDZ36,4385.028482398677,OUT027
FDK27,1908.4289842610215,OUT045
FDW23,471.6325537035451,OUT018
FDM14,1541.182350809012,OUT018
FDM14,1815.3528147796874,OUT013
FDW60,2582.1162522474688,OUT018
FDE21,1937.8367449367738,OUT013
NCM42,1909.6295631404073,OUT035
FDY59,-325.2766424478058,OUT010
DRI49,1411.6164616201536,OUT049
FDT28,537.2071923218483,OUT019
FDQ22,492.4516104473247,OUT018
FDR60,1379.3844046079028,OUT049
FDC50,-340.2531082544425,OUT019
FDV24,2420.1696343514545,OUT013
DRF48,1114.8936484944275,OUT010
FDQ47,720.7024107545562,OUT046
DRN36,1683.4037250766812,OUT049
NCY06,2186.5456966803404,OUT035
FDE52,1667.7100348612541,OUT035
NCB54,1960.2734232898465,OUT045
NCF31,2544.246719333176,OUT035
FDJ08,4390.76265434792,OUT027
NCC07,1827.144449290769,OUT017
NCD19,2337.084931130402,OUT027
FDL46,2028.7564046335754,OUT049
FDM20,3747.487028898604,OUT045
NCI06,943.0398761002463,OUT010
DRM11,4122.364533017648,OUT035
NCH07,2216.561537605648,OUT018
FDS23,2100.7278006301885,OUT013
FDO49,669.6110700121161,OUT018
FDS35,1217.2217140612686,OUT049
DRK39,1285.972681373593,OUT045
DRI39,1099.978006582693,OUT049
FDV04,2624.8631109665666,OUT017
NCN14,2975.483390659308,OUT035
FDH08,3643.5167154159763,OUT013
FDS20,2869.6655231483446,OUT046
FDV40,1379.9784542136151,OUT049
FDZ48,-86.89226142343898,OUT010
FDS24,2932.0148532120584,OUT027
FDK44,2828.497943221718,OUT049
FDS48,2339.1628031702317,OUT045
FDK26,1102.7134493698904,OUT010
FDD23,2937.0715590527207,OUT045
NCH54,2634.218337339125,OUT017
NCP14,-188.7688828344114,OUT010
FDM60,-1102.8992058263439,OUT010
FDV24,2476.404942163208,OUT017
FDH08,3307.193971473378,OUT018
FDS12,3456.900864195075,OUT027
FDR39,4257.419862283464,OUT027
FDP12,2172.1116928418496,OUT027
DRF60,5054.8400351898,OUT027
FDC09,1883.5086627079045,OUT035
FDF50,2792.6310969882393,OUT018
FDG28,3949.8115523137812,OUT035
NCE19,1057.1553589040082,OUT017
NCM53,-135.3811978541778,OUT010
NCN18,1869.1723657928885,OUT049
FDF32,3238.1001142024816,OUT035
FDF11,3794.367550112071,OUT013
DRI59,3568.41431663682,OUT049
NCG54,2780.942398346411,OUT035
FDM44,1678.2034344736815,OUT046
FDT57,3413.214260619038,OUT018
FDV24,2369.6357117290477,OUT046
FDI50,1710.7204506835278,OUT019
FDS09,1104.352749760311,OUT035
NCC31,3861.4868349885737,OUT027
FDQ07,1570.356060077911,OUT019
FDC22,3127.28160646126,OUT017
FDZ56,2686.513497782121,OUT046
FDZ40,-886.7626110244147,OUT019
FDS46,3392.0789039431993,OUT027
DRD24,2178.022593193438,OUT045
FDV45,3076.1107171873227,OUT017
FDL26,2402.3300001392595,OUT045
FDA56,1738.9110946749902,OUT018
FDN27,1901.2545117692046,OUT046
FDM20,3893.6092714590477,OUT049
FDO16,1507.2173898711974,OUT017
FDL03,3249.5457282308566,OUT035
FDE58,1865.6219302935842,OUT046
FDI02,3275.7956275253136,OUT027
NCC55,-1192.37700054457,OUT019
FDR03,2987.9011520547047,OUT018
FDB14,1662.1679460339801,OUT017
FDR45,3772.579260204853,OUT013
NCN07,2178.643760182831,OUT017
FDM51,-145.5376841060555,OUT019
FDT52,5264.676501721283,OUT027
FDL26,2437.1437828470116,OUT046
NCZ42,3677.8689670361714,OUT046
DRI47,456.8521841976948,OUT019
FDW40,2322.4472749602064,OUT013
FDN34,2710.5360779484195,OUT046
FDS01,2961.64901331318,OUT035
NCG55,1786.9058715791355,OUT045
FDC11,1578.8896400684455,OUT035
FDX35,3287.5528220412075,OUT018
NCB06,2504.7436220358877,OUT046
FDR09,2147.0068762252204,OUT019
FDC53,1723.1701314393008,OUT017
FDY45,3990.430446453027,OUT013
FDA22,754.8653210773704,OUT010
FDE02,1702.4437496190938,OUT035
FDW21,1637.8254474510593,OUT045
FDV34,1307.5016795396912,OUT046
FDS59,1937.4107538080566,OUT049
NCW17,2147.712294950033,OUT017
NCK54,1804.4971605622088,OUT046
FDG17,1966.8955471256704,OUT019
FDG35,2883.7181900134233,OUT017
FDD08,-1134.57657253474,OUT010
NCO07,3381.1193548026718,OUT017
FDJ10,409.07438167931866,OUT010
FDW36,1811.7912010783205,OUT017
FDW21,-104.46172867600728,OUT010
FDY19,2023.898162394771,OUT017
DRE03,889.3223243086393,OUT013
NCC55,786.1303113732858,OUT049
FDH52,-728.1369806091935,OUT010
FDO09,4203.267619634895,OUT017
FDU43,3686.9487312052215,OUT045
FDX09,883.5188100450085,OUT010
FDH40,-431.8870969130986,OUT019
FDW58,1823.7420261733266,OUT017
FDC47,3624.105850522047,OUT017
NCR41,1674.3492540532352,OUT035
DRG49,3913.447603866281,OUT035
FDC52,3894.603804957206,OUT027
FDY13,1276.9689188702805,OUT046
FDY35,915.8285060569294,OUT013
FDI35,2960.6368349259706,OUT017
NCU18,2342.6309631222525,OUT049
FDY33,2273.201297867001,OUT018
FDC15,3895.31238989349,OUT027
FDU01,3082.5097281564604,OUT049
NCU42,2650.1568886481637,OUT046
NCV29,2512.7320213118346,OUT018
NCY30,2959.9824709975333,OUT017
FDQ46,1913.0945804426644,OUT049
FDG58,3895.060673733048,OUT027
FDK33,3446.5487531721233,OUT017
NCD07,1756.6520651494636,OUT045
NCX29,3699.261649927389,OUT027
NCT42,2382.2837082161273,OUT013
DRN59,948.0167681826254,OUT035
FDI44,1465.3501433905153,OUT035
FDA45,2867.5663693608894,OUT049
FDP31,1088.4448376179612,OUT045
FDY01,1874.2015536922424,OUT046
FDT09,1921.9124976175217,OUT018
DRH03,2974.0502070128005,OUT027
FDA36,2682.497330391175,OUT018
NCF31,2514.30899675503,OUT017
FDG14,2548.1904585180646,OUT049
FDG28,5255.859874286136,OUT027
FDU14,3974.3028500453984,OUT049
FDY47,277.6410696736933,OUT019
FDI56,1604.5953567263807,OUT049
DRD01,1058.290127225661,OUT013
FDM22,1015.6800257938487,OUT046
FDH33,806.1190529789485,OUT013
DRZ24,1906.8063733416107,OUT013
NCQ38,1707.0368517346749,OUT046
FDO16,2848.951686969095,OUT027
FDU07,3804.0672245512205,OUT027
NCB07,3053.2156327513017,OUT013
FDU48,2070.6775038584847,OUT045
NCM43,2539.1369107319324,OUT045
FDR31,477.4442687769964,OUT010
DRK49,485.86409650239034,OUT018
NCI30,1891.2851961255474,OUT010
DRD60,2935.473514455111,OUT017
NCG19,3591.5948980924013,OUT046
FDH12,1864.0621203508324,OUT035
FDM32,1664.4357517254261,OUT035
FDM27,2628.2187787986027,OUT035
NCU53,4016.9563628576116,OUT027
NCQ18,1583.4188645225067,OUT046
FDS10,2857.058396272112,OUT013
FDB33,3943.712059634531,OUT027
FDI12,1500.6283829248785,OUT013
NCW42,3454.65393654119,OUT013
NCC06,1793.7615499003143,OUT018
FDW02,2170.502748485485,OUT017
NCD43,1793.7506507598994,OUT017
FDM57,1168.9960201417916,OUT018
FDA58,3746.9092975914846,OUT017
FDK56,2868.8594684072355,OUT046
FDP52,3566.3611914910985,OUT045
FDW20,1741.155285808433,OUT018
FDS52,1776.7492541255112,OUT049
NCT29,1649.0057833972276,OUT018
NCL54,2751.1907865371486,OUT013
FDC05,3073.9849426773426,OUT045
FDF34,3278.409530159694,OUT035
FDP03,3472.943069169908,OUT027
FDD32,-434.4505768399732,OUT010
FDZ10,1993.9399995433134,OUT045
FDZ40,1122.396352544154,OUT035
FDD51,516.6908408515711,OUT018
NCY30,946.5225128342412,OUT019
FDP58,3467.847346415848,OUT017
FDV49,4193.470258837233,OUT017
FDY24,-941.37294887488,OUT019
NCO55,1823.9188677395125,OUT017
FDR13,2050.3628466866153,OUT017
FDS51,1189.7139975779812,OUT017
FDP26,1615.8048418602505,OUT045
NCB54,3480.877273452861,OUT027
FDF32,3166.545879539178,OUT017
FDN31,2700.7869137715857,OUT018
DRM48,765.5148622375224,OUT017
FDN20,2775.5039837737654,OUT049
DRL01,3623.2447469826934,OUT046
FDV56,1913.0969256332846,OUT049
DRH13,3174.456517837276,OUT027
FDA03,2462.1273793855803,OUT017
FDF47,4894.181646105177,OUT027
FDX32,2355.1917781837587,OUT046
FDX57,1735.696890063729,OUT049
NCA30,2873.118827888992,OUT045
FDO49,974.9194416484175,OUT013
FDL04,-167.8003631315927,OUT019
DRM48,825.1720133677009,OUT035
FDR16,3368.339571015937,OUT013
NCC19,2710.495468886507,OUT018
NCE42,3570.9096482473738,OUT045
FDY24,1090.8768399209443,OUT017
FDH19,2878.571304522758,OUT049
FDJ46,2759.400510659257,OUT013
FDN45,1587.3242280400877,OUT010
FDY08,2398.7722052657095,OUT035
FDZ37,1626.755755063698,OUT035
NCT30,777.8860070461759,OUT045
DRY23,526.9236785631017,OUT018
NCZ30,1682.233677915404,OUT018
FDC44,1542.3901521750856,OUT018
FDB45,1873.2528661931497,OUT035
FDY04,2669.558839057899,OUT013
FDM27,2525.920354241983,OUT046
FDZ43,3877.3536169435342,OUT017
FDT39,601.4654602955208,OUT019
NCC06,170.0645591045643,OUT019
FDL15,3876.916642173247,OUT027
FDL57,4122.935497378638,OUT017
FDU08,1628.346639748795,OUT046
FDK40,4159.584103077232,OUT017
FDQ12,1698.3633906983591,OUT010
FDS48,2506.1876625124246,OUT017
FDP09,3260.859024041074,OUT045
FDW21,1775.0605104626832,OUT049
FDY25,2982.0668475866273,OUT035
DRE13,1524.2590931005875,OUT017
FDV43,-1076.429278536129,OUT019
FDD22,1750.746484977609,OUT045
FDM46,-369.85680089488926,OUT019
NCO30,1013.5279826405364,OUT010
FDM25,2774.996246729472,OUT046
NCN41,2068.8199825185975,OUT049
FDU24,1486.8750615272202,OUT045
FDZ50,2918.300990287892,OUT046
FDP45,3979.404265453121,OUT013
NCM54,1947.0108556224404,OUT045
FDW10,870.9125108073155,OUT019
FDP20,2162.7228269136353,OUT017
FDK32,2436.6086211042893,OUT046
FDN52,1590.4450480915198,OUT049
FDM58,1787.265202090269,OUT045
FDZ46,3225.5713282307606,OUT027
NCA18,1609.5973540141676,OUT018
FDD35,1959.5496418915554,OUT046
NCK31,1027.9855964873905,OUT035
FDI40,3105.618117477896,OUT027
FDT50,-242.28712763251667,OUT019
NCT06,2573.1894956880037,OUT046
FDT31,3112.525075986863,OUT035
FDT45,1049.2944197956788,OUT049
FDT13,2881.6575647022587,OUT045
FDO50,1430.1268058976077,OUT045
NCU18,353.250523090043,OUT010
NCR54,3114.9633747009057,OUT049
NCO18,2528.524666503958,OUT018
FDU09,979.3510785136893,OUT045
FDT13,2683.8694701026916,OUT018
FDE09,1833.3059261031513,OUT046
NCK53,-228.19243227971623,OUT019
FDG45,3413.44095306845,OUT049
DRH15,931.4975713600531,OUT035
FDO21,1680.8301184576676,OUT019
FDD14,4297.979926227337,OUT027
FDC09,1736.236716692563,OUT046
FDH45,2263.6803143405787,OUT027
FDV32,1119.3853350415477,OUT046
FDG12,2099.113227210114,OUT035
FDS32,2328.784767887077,OUT013
NCL55,3573.050996881736,OUT018
DRE01,3864.216987483716,OUT035
DRE15,1387.3871486913938,OUT049
NCL42,3736.224320534576,OUT045
FDP31,1161.9884008858949,OUT013
FDN33,1304.9018318460596,OUT018
FDZ59,2637.5832059627082,OUT046
FDE45,931.7170442615128,OUT010
FDJ07,1961.667058619559,OUT013
FDQ45,2670.2827697853127,OUT018
FDM33,4824.039690171043,OUT027
FDO15,-519.8793843700561,OUT010
FDM46,1552.2680968235736,OUT013
FDR03,3190.1469128328363,OUT045
FDY49,2422.854669517217,OUT018
FDQ60,1893.1457125231038,OUT045
FDW10,2873.0294967280415,OUT049
FDO51,966.9287911132569,OUT049
FDJ40,1551.9973485984347,OUT018
FDS20,2597.0807126962845,OUT018
FDU45,1923.3271779213517,OUT013
FDV02,2814.6978870450143,OUT035
FDN09,3749.9537204915764,OUT046
NCM55,4327.74094335529,OUT027
FDN23,2074.741018481074,OUT018
FDY31,450.20851010455624,OUT010
FDW03,-72.42038015893957,OUT010
FDD14,2856.4465218491882,OUT046
FDV23,2110.067474773323,OUT017
DRI03,2682.7673466244787,OUT045
FDN13,1758.8482051068336,OUT035
FDF45,2527.5204648477256,OUT027
FDU46,1659.9024346962137,OUT035
FDB57,3617.7675884732244,OUT049
FDV12,1780.8452666320331,OUT049
FDQ58,2424.873672245986,OUT013
NCA18,1958.020084250712,OUT017
FDH52,1217.0359060082653,OUT049
FDM24,2151.7123178472766,OUT018
NCP43,4256.69245831663,OUT027
NCO18,906.7840279517685,OUT019
FDM32,1615.1951628050062,OUT017
NCL07,801.8355201841129,OUT017
FDK03,3992.6014048678235,OUT013
FDP59,1831.4802249927122,OUT017
FDQ24,3974.604689529104,OUT049
FDQ16,1532.9992584428562,OUT018
FDU44,2626.3319340125645,OUT013
FDH28,-1126.9730431551784,OUT010
FDV28,-1200.6081058872196,OUT019
FDM22,947.9048317784273,OUT045
FDR56,3097.642099012691,OUT046
FDV39,3183.5460407535543,OUT049
FDU37,-506.25545936869173,OUT019
FDQ11,2181.31835234078,OUT010
FDX02,3412.8624213442704,OUT045
NCS42,1242.9976161790157,OUT018
FDY57,3014.870063125645,OUT027
FDB21,3819.7076389485273,OUT049
FDE28,3682.5667883767806,OUT017
FDQ55,1994.739993777583,OUT017
FDA48,3546.5897334169167,OUT049
FDZ19,2679.175895925468,OUT045
NCC43,3797.533790777963,OUT045
NCV18,1335.3616333727462,OUT046
NCA42,2216.540000792899,OUT018
FDY45,3949.49017434021,OUT046
NCC30,2735.645586799644,OUT045
FDM57,1506.8977422823805,OUT013
FDL09,774.8499612435261,OUT010
FDB09,3448.7555113464323,OUT027
FDT44,2054.2912025825217,OUT035
NCT06,3995.361252058191,OUT027
FDX26,2976.6025205813744,OUT049
FDK32,2507.8532072315884,OUT013
DRA12,2240.55573400826,OUT046
FDO46,1114.508602715056,OUT010
FDE52,1519.1171949899217,OUT013
NCH42,3497.0430517374725,OUT045
FDV08,911.3748663967779,OUT035
FDB47,3019.274040978586,OUT018
FDC28,-107.05902359027993,OUT010
FDD22,1837.3886828013356,OUT046
FDS07,3271.514234294661,OUT027
DRI13,3300.952592147801,OUT045
FDG32,3175.4312664499953,OUT018
FDU14,3974.3573738138266,OUT017
FDD28,-863.5343473333987,OUT019
NCP41,1880.0758094104456,OUT017
FDS08,2867.480820478286,OUT049
FDX47,2491.096193652868,OUT045
FDC53,-183.083107101765,OUT019
FDQ19,3925.8699671290346,OUT035
FDL14,2453.041745372469,OUT045
FDM33,1545.5297519855562,OUT019
FDA51,1789.4543607980434,OUT045
FDZ27,617.850086876312,OUT018
FDT04,745.1133388159901,OUT046
DRC13,2123.6492412256875,OUT049
FDR16,4791.908717572184,OUT027
FDQ03,5116.804555195459,OUT027
FDE38,2799.880184558739,OUT035
DRH23,2382.2669890797856,OUT027
FDT11,1140.3272218007714,OUT019
FDD09,2973.9611835742285,OUT035
FDR40,1369.1912077659686,OUT045
FDX07,3008.136799118481,OUT017
FDR07,1749.1510317052628,OUT035
FDA51,1966.6123766137198,OUT017
FDT59,1724.4349580823632,OUT019
FDF20,3170.5039650290355,OUT017
FDR13,1861.1844300352116,OUT045
FDY26,3434.0255707516167,OUT049
FDW04,2214.59964717494,OUT017
FDK52,3614.203818530474,OUT017
FDN60,2589.737889457898,OUT049
FDM09,864.2300017043145,OUT019
FDP46,1549.0845611612824,OUT049
FDB50,-573.1607888004147,OUT019
NCQ29,4059.990354969481,OUT049
FDP16,5234.0281635195,OUT027
FDX33,2308.218574259349,OUT018
FDP07,1234.3032445054032,OUT010
FDN22,3885.8312434093564,OUT046
FDF39,4192.6064250947475,OUT049
FDS21,1225.8229377337714,OUT017
NCM42,1771.3912354418526,OUT013
FDK50,718.2668158042653,OUT019
DRF13,3745.24476661463,OUT027
FDH35,2322.9214344302077,OUT018
FDP60,1344.2432133873003,OUT018
DRJ49,3490.51959942509,OUT027
NCT42,481.8276567324441,OUT019
FDE38,2758.022864779174,OUT049
FDI04,3254.516982779426,OUT049
NCH54,2418.423030335231,OUT045
FDT56,1174.1207439467178,OUT049
DRD15,3325.424200341126,OUT018
FDV58,3056.014167390726,OUT013
FDP21,3095.277734262838,OUT049
FDH05,3685.592009742609,OUT013
FDR10,4000.421786931596,OUT027
NCP06,2297.753050307425,OUT045
FDF33,1848.1286810770189,OUT049
DRK37,2970.4808309154428,OUT013
DRH49,1335.8893244760393,OUT045
FDT58,2678.2489857618516,OUT013
FDD41,1474.5376143259082,OUT018
FDP40,1584.4571795935958,OUT018
FDM51,3140.760452566663,OUT027
FDO45,-383.5200273963288,OUT010
FDW33,-154.28692155938427,OUT010
FDY24,924.1579232930421,OUT045
FDB10,1784.705518366438,OUT010
FDM40,2373.144597206197,OUT035
NCI06,2926.5858512534082,OUT017
FDW12,470.42164777404935,OUT019
FDX48,3939.036479682033,OUT027
NCW05,3127.617466533122,OUT027
FDX27,1696.2833136456218,OUT017
DRM37,3007.075447144702,OUT045
FDA38,3697.2088074053927,OUT045
FDR36,779.8595724241331,OUT046
FDZ45,3104.1287347296225,OUT046
FDG05,2630.618717805763,OUT017
FDK28,4032.1392626760185,OUT013
FDV47,1370.888264396382,OUT045
FDN21,2472.4399256936817,OUT045
FDP20,3476.469291365367,OUT027
FDI35,2798.1659975007487,OUT045
DRY23,850.060631385175,OUT013
FDA56,2100.682555182296,OUT017
FDB09,2037.1439408277813,OUT013
NCO26,3296.7394616762012,OUT027
FDQ49,2266.7994560137104,OUT018
FDI52,3389.2688307596454,OUT027
FDZ44,3343.0940839469113,OUT027
FDZ09,2326.23172343544,OUT018
FDY03,1987.748895858496,OUT049
NCG42,2161.386394321771,OUT017
DRI13,4803.774718889859,OUT027
FDQ32,2111.8934924948962,OUT013
FDW16,1709.6640867186127,OUT035
FDU27,862.516978175149,OUT046
FDR28,754.0430750229251,OUT010
FDQ49,675.8180454778961,OUT010
FDS37,1890.9385509839597,OUT046
FDW26,3200.622803859785,OUT018
FDX12,3504.045408519437,OUT018
NCP06,2415.6120286331284,OUT013
FDW45,447.83639307993496,OUT010
NCN30,1654.0620828130038,OUT049
FDN24,1043.5134498189263,OUT049
NCL41,2055.9174742583045,OUT027
FDR02,-54.09338477056315,OUT019
FDD09,967.857431714517,OUT010
FDS33,-346.764555803133,OUT010
FDU22,1860.8550434922633,OUT045
FDI53,2622.4647137213633,OUT013
DRH01,2840.766680208347,OUT049
FDX32,2344.996605877652,OUT013
NCP30,465.9369494751352,OUT018
FDB60,3021.0965484658054,OUT045
FDB14,1675.5162447074806,OUT049
NCP02,1149.7455628314433,OUT035
FDJ10,2373.4569262893046,OUT017
FDG34,1841.6375165600627,OUT046
NCB18,1552.1957515816798,OUT017
FDM16,1411.3794007797674,OUT049
FDW25,1154.068850261283,OUT018
FDB35,-315.4896270600526,OUT010
DRN11,2267.933005129763,OUT013
FDF41,1947.9874302475928,OUT019
FDH16,1414.617239084282,OUT045
NCQ50,3011.1584550727575,OUT018
DRH23,693.1737780348167,OUT018
DRJ37,2424.412209642028,OUT013
DRJ24,4296.009560386768,OUT027
FDY16,3040.5990455224164,OUT035
FDQ27,1700.2497105442087,OUT045
FDZ33,2286.289807724066,OUT045
FDF29,2103.8001747516537,OUT045
FDA08,2721.813316117283,OUT049
FDG31,1128.801668217403,OUT046
FDE34,1066.1782164240954,OUT019
NCR30,2652.620516733482,OUT027
FDV33,4177.029956200871,OUT035
DRZ24,1650.8781180138924,OUT018
NCL54,2810.9084952995117,OUT035
FDR12,2884.070300497175,OUT049
NCC54,3712.6239174467737,OUT046
DRN59,856.5306678035025,OUT013
FDX50,-66.28745875590664,OUT019
FDV31,4213.840782339436,OUT027
NCA29,4129.577040338584,OUT027
FDW60,2934.901547417037,OUT049
FDX08,2986.151844655999,OUT017
DRD49,3647.3743438695524,OUT013
FDD33,3555.067150111599,OUT046
FDW35,844.8717689614407,OUT013
FDJ36,1815.9681130044441,OUT017
FDV51,2783.37698034384,OUT035
FDW36,1741.853053003917,OUT046
FDH35,2602.931127869028,OUT046
NCS30,3484.633003250342,OUT027
FDN49,859.300379339004,OUT017
FDL08,3530.892900783334,OUT018
FDI09,3765.984162814071,OUT013
FDP19,1768.5480967437911,OUT018
FDU21,-1183.3534365909272,OUT010
NCP41,1689.4040913301542,OUT045
FDY10,1877.800524968335,OUT013
FDP12,478.8489744726862,OUT018
NCN26,1948.357546948582,OUT049
FDK44,2764.771677680724,OUT013
FDC28,1868.4987103530796,OUT049
FDJ41,5506.050096036327,OUT027
NCT29,2111.7929355963997,OUT035
NCH42,1669.1867966175587,OUT019
FDU60,2410.613581830088,OUT018
FDS02,2964.8400583555604,OUT045
FDC51,2031.5327257508184,OUT046
FDU03,2933.9809439421956,OUT013
FDX39,3286.6188843975074,OUT045
NCY05,-1195.9289058120805,OUT010
NCL06,5411.168849586523,OUT027
FDD32,1536.4190736003243,OUT035
NCN41,1903.4514812666107,OUT045
NCX53,2341.7208140188786,OUT049
FDU57,550.9262798622577,OUT019
FDQ23,1713.9832958596724,OUT046
FDQ52,3779.6161147116113,OUT045
FDC14,744.9841200615283,OUT045
FDY09,2937.1009963597958,OUT035
FDQ28,2462.2785524777646,OUT045
FDV25,3431.9737349310535,OUT046
FDJ07,2034.7412984966904,OUT035
DRB25,1819.8641992989774,OUT049
FDK52,1607.808812944122,OUT019
FDY52,2530.9618499958488,OUT027
FDB28,3083.838935565286,OUT046
FDT36,812.7085649432745,OUT035
FDV25,3553.7106319534237,OUT017
NCN07,3508.535365632507,OUT027
FDC57,3179.7688836246166,OUT017
FDQ03,3433.7820224867096,OUT018
FDU23,2745.5930535227862,OUT017
NCX41,3435.254853927272,OUT035
NCD06,963.6773106188689,OUT035
FDW08,1645.1142304593243,OUT045
NCU29,2402.084753880661,OUT017
NCE06,2555.5305085922396,OUT013
FDV52,42.80905039322636,OUT010
FDB02,2927.9065577471083,OUT017
NCR18,718.6040403882167,OUT045
FDK16,1648.359695975285,OUT049
NCQ29,2064.3033912363976,OUT010
FDZ01,-95.49243015079412,OUT019
FDW27,2643.0768285536883,OUT035
FDD17,3430.4553329879495,OUT018
FDW39,2836.613192324183,OUT013
DRH59,1149.4180822161832,OUT045
FDS52,1730.6869540480986,OUT013
FDU40,4497.142306891739,OUT027
NCF54,2756.8648695112524,OUT013
FDH46,1674.6360055829616,OUT045
NCP14,1761.9097256465282,OUT049
FDH50,3026.837725958728,OUT049
DRF15,544.9587757178243,OUT010
FDV27,2940.7682905776683,OUT027
NCJ06,2034.2001682741045,OUT049
FDN02,2942.8754056444727,OUT018
FDQ51,983.5764502325419,OUT049
FDQ07,3602.2252116570503,OUT017
FDS45,1880.6478637573025,OUT049
NCJ06,1885.1240909930746,OUT045
FDD36,2057.764724229509,OUT035
FDY25,2799.980642998939,OUT045
FDU52,2448.9267790765807,OUT046
DRK47,3606.0765457987945,OUT017
NCL30,2140.1744811809713,OUT017
FDN22,4043.4789610505727,OUT035
