Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDV56,1590.6323913333792,OUT035
FDT59,3810.819181045331,OUT046
FDB23,3785.3114461448213,OUT046
FDR49,726.9079441859546,OUT045
FDB03,575.2619168305091,OUT010
FDN39,2571.100903887338,OUT045
FDX02,5839.6446653173325,OUT027
FDQ16,2898.7048553677428,OUT027
FDU35,1543.2733624658827,OUT018
NCT29,2016.141361653881,OUT013
FDZ27,730.0071579537916,OUT046
FDN57,2034.2505012931651,OUT017
FDA03,2473.480509472889,OUT018
FDZ36,3055.580389925967,OUT045
NCU05,1474.2056525462954,OUT013
FDT39,2476.2362203498474,OUT018
FDK60,1534.2190791682788,OUT017
FDZ25,2750.760618951513,OUT017
FDG12,2016.141361653881,OUT046
DRB01,501.8714246651258,OUT019
NCC43,5842.378838088875,OUT027
FDX13,569.4920509571266,OUT019
FDM22,857.7419584662963,OUT049
FDJ03,1043.4879690604123,OUT027
FDU14,3830.848226722222,OUT018
FDB33,384.9076746810309,OUT010
FDP27,3055.580389925967,OUT046
FDO38,160.24273111306442,OUT010
FDE28,5842.378838088875,OUT027
FDO27,1532.9042478253343,OUT035
DRL23,2895.0903834128285,OUT027
FDS28,961.428112005549,OUT046
FDX24,1543.3958563347028,OUT013
FDZ02,1534.2190791682788,OUT035
FDL46,1943.978275137095,OUT045
FDS60,4704.393964206695,OUT027
NCO06,660.4126207330347,OUT017
FDO16,1434.031594379473,OUT035
FDC60,1448.5192043601824,OUT049
FDA48,3548.42001267797,OUT018
FDZ36,5091.631280202952,OUT027
FDK27,2016.141361653881,OUT045
FDW23,665.6351823384015,OUT018
FDM14,1650.6872687857187,OUT018
FDM14,1580.855601132862,OUT013
FDW60,2892.927555101359,OUT018
FDE21,1941.8112166103308,OUT013
NCM42,1590.6323913333792,OUT035
FDY59,229.3185010068846,OUT010
DRI49,1372.5809827171624,OUT049
FDT28,364.2940693930993,OUT019
FDQ22,665.6351823384015,OUT018
FDR60,1295.7044059812542,OUT049
FDC50,235.0964379717712,OUT019
FDV24,2476.2362203498474,OUT013
DRF48,492.8987984106888,OUT010
FDQ47,664.5248939330288,OUT046
DRN36,1534.2190791682788,OUT049
NCY06,2018.321380466304,OUT035
FDE52,1484.0509373987072,OUT035
NCB54,2018.321380466304,OUT045
NCF31,2482.570997140523,OUT035
FDJ08,5124.235503671748,OUT027
NCC07,1575.9845502397366,OUT017
NCD19,1224.5709719270699,OUT027
FDL46,1972.4223948545841,OUT049
FDM20,3930.692997104682,OUT045
NCI06,453.9919668454623,OUT010
DRM11,4088.8935134325716,OUT035
NCH07,2549.149048815267,OUT018
FDS23,2026.2195544989384,OUT013
FDO49,731.5618414094417,OUT018
FDS35,1073.7414197720927,OUT049
DRK39,1405.1243648646885,OUT045
DRI39,924.2927929620441,OUT049
FDV04,2549.149048815267,OUT017
NCN14,3053.257308839825,OUT035
FDH08,3792.2846154714357,OUT013
FDS20,3055.580389925967,OUT046
FDV40,1127.6429873479833,OUT049
FDZ48,259.92562877067553,OUT010
FDS24,2535.130368109769,OUT027
FDK44,2865.3827530199183,OUT049
FDS48,2473.480509472889,OUT045
FDK26,495.60873993489986,OUT010
FDD23,3055.580389925967,OUT045
NCH54,2569.511967372765,OUT017
NCP14,242.45770714031087,OUT010
FDM60,130.80832360373316,OUT010
FDV24,2476.2362203498474,OUT017
FDH08,3619.208178514904,OUT018
FDS12,2990.950562574709,OUT027
FDR39,4770.040308867427,OUT027
FDP12,983.1912202348909,OUT027
DRF60,5842.378838088875,OUT027
FDC09,1575.9845502397366,OUT035
FDF50,3065.375250644086,OUT018
FDG28,3928.1604169119446,OUT035
NCE19,916.3333660552697,OUT017
NCM53,252.9138587551569,OUT010
NCN18,1665.7827662920513,OUT049
FDF32,3104.224649214675,OUT035
FDF11,3896.390884618786,OUT013
DRI59,3807.1994569621306,OUT049
NCG54,2755.7620772199093,OUT035
FDM44,1561.1145967024215,OUT046
FDT57,3683.599389302983,OUT018
FDV24,2476.2362203498474,OUT046
FDI50,571.6598492788664,OUT019
FDS09,748.2211731528981,OUT035
NCC31,4063.550657280288,OUT027
FDQ07,574.7041750045021,OUT019
FDC22,3057.7986905650387,OUT017
FDZ56,2750.760618951513,OUT046
FDZ40,130.80832360373316,OUT019
FDS46,2955.2977813961934,OUT027
DRD24,2042.942762433336,OUT045
FDV45,3055.580389925967,OUT017
FDL26,2492.6360422932576,OUT045
FDA56,2016.141361653881,OUT018
FDN27,1949.4697446945297,OUT046
FDM20,3921.6038645764984,OUT049
FDO16,1405.1243648646885,OUT017
FDL03,3057.7986905650387,OUT035
FDE58,1943.978275137095,OUT046
FDI02,2935.673182620769,OUT027
NCC55,130.80832360373316,OUT019
FDR03,3323.5021083901693,OUT018
FDB14,1525.0751981340895,OUT017
FDR45,3897.7757320290852,OUT013
NCN07,2026.2195544989384,OUT017
FDM51,248.23655701342852,OUT019
FDT52,5842.378838088875,OUT027
FDL26,2485.185044341002,OUT046
NCZ42,3884.8374440402963,OUT046
DRI47,366.41978280074875,OUT019
FDW40,2056.9658852564444,OUT013
FDN34,2750.760618951513,OUT046
FDS01,2907.9077429779954,OUT035
NCG55,1941.8112166103308,OUT045
FDC11,1447.3177714611438,OUT035
FDX35,3594.996671733235,OUT018
NCB06,2551.4364363576124,OUT046
FDR09,573.0941185087692,OUT019
FDC53,1534.2190791682788,OUT017
FDY45,4019.1847216007754,OUT013
FDA22,387.7629129728897,OUT010
FDE02,1532.9042478253343,OUT035
FDW21,1553.9341852086893,OUT045
FDV34,1156.1389448329533,OUT046
FDS59,1590.6323913333792,OUT049
NCW17,2018.321380466304,OUT017
NCK54,1943.978275137095,OUT046
FDG17,571.6598492788664,OUT019
FDG35,2865.3827530199183,OUT017
FDD08,130.80832360373316,OUT010
NCO07,3681.904234713798,OUT017
FDJ10,281.88796450392607,OUT010
FDW36,1575.9845502397366,OUT017
FDW21,241.7601437096102,OUT010
FDY19,1949.4697446945297,OUT017
DRE03,780.1374750200079,OUT013
NCC55,668.102755649959,OUT049
FDH52,133.951211413362,OUT010
FDO09,4078.6224044833198,OUT017
FDU43,3895.1840658531314,OUT045
FDX09,424.9089970022171,OUT010
FDH40,195.41297078645275,OUT019
FDW58,1575.9845502397366,OUT017
FDC47,3769.9027971225105,OUT017
NCR41,1532.9042478253343,OUT035
DRG49,3903.2059049027866,OUT035
FDC52,4050.2548443035676,OUT027
FDY13,1156.1389448329533,OUT046
FDY35,718.4661696737958,OUT013
FDI35,3047.152472951969,OUT017
NCU18,2060.3343053524727,OUT049
FDY33,2549.149048815267,OUT018
FDC15,4212.873593065499,OUT027
FDU01,3055.580389925967,OUT049
NCU42,2755.7620772199093,OUT046
NCV29,2892.927555101359,OUT018
NCY30,3055.580389925967,OUT017
FDQ46,1702.23225930142,OUT049
FDG58,4063.550657280288,OUT027
FDK33,3675.986441825781,OUT017
NCD07,1941.8112166103308,OUT045
NCX29,4015.8977030576334,OUT027
NCT42,2473.480509472889,OUT013
DRN59,726.1081928696227,OUT035
FDI44,1296.2140210751036,OUT035
FDA45,2892.927555101359,OUT049
FDP31,1061.7910341661884,OUT045
FDY01,1941.8112166103308,OUT046
FDT09,2028.3528960250605,OUT018
DRH03,2827.1834729688276,OUT027
FDA36,3055.580389925967,OUT018
NCF31,2485.185044341002,OUT017
FDG14,2476.2362203498474,OUT049
FDG28,5842.378838088875,OUT027
FDU14,4026.3774012998924,OUT049
FDY47,285.4078547069679,OUT019
FDI56,1484.0509373987072,OUT049
DRD01,1015.4037937514753,OUT013
FDM22,960.0972988778376,OUT046
FDH33,715.6685188796953,OUT013
DRZ24,1961.9972445527435,OUT013
NCQ38,1575.9845502397366,OUT046
FDO16,2393.7040036682074,OUT027
FDU07,4035.515382555308,OUT027
NCB07,3057.7986905650387,OUT013
FDU48,2028.3528960250605,OUT045
NCM43,2571.100903887338,OUT045
FDR31,366.957488696267,OUT010
DRK49,665.6351823384015,OUT018
NCI30,575.2619168305091,OUT010
DRD60,3024.3404727518605,OUT017
NCG19,3827.8379331091246,OUT046
FDH12,1575.9845502397366,OUT035
FDM32,1520.0075609410396,OUT035
FDM27,2497.01830530062,OUT035
NCU53,4261.405545051558,OUT027
NCQ18,1538.933613318444,OUT046
FDS10,2971.290717230349,OUT013
FDB33,4212.873593065499,OUT027
FDI12,1524.0410024678017,OUT013
NCW42,3756.355151913747,OUT013
NCC06,2018.321380466304,OUT018
FDW02,2018.321380466304,OUT017
NCD43,1575.9845502397366,OUT017
FDM57,1420.8321733213356,OUT018
FDA58,3865.4361142098223,OUT017
FDK56,3055.580389925967,OUT046
FDP52,3809.0255312787713,OUT045
FDW20,2016.141361653881,OUT018
FDS52,1551.005560612303,OUT049
NCT29,2005.036538071848,OUT018
NCL54,2885.6632013032813,OUT013
FDC05,3069.3956946995454,OUT045
FDF34,3061.081943169376,OUT035
FDP03,2983.336271233146,OUT027
FDD32,190.25906845799537,OUT010
FDZ10,2018.321380466304,OUT045
FDZ40,915.0025529275583,OUT035
FDD51,667.14533442482,OUT018
NCY30,430.71312296977726,OUT019
FDP58,3705.502331646053,OUT017
FDV49,4080.5290680007056,OUT017
FDY24,130.80832360373316,OUT019
NCO55,1578.460336815968,OUT017
FDR13,1943.978275137095,OUT017
FDS51,1021.2662680859642,OUT017
FDP26,1575.9845502397366,OUT045
NCB54,2990.950562574709,OUT027
FDF32,3064.4960643176023,OUT017
FDN31,3055.580389925967,OUT018
DRM48,660.4126207330347,OUT017
FDN20,2745.9402645939367,OUT049
DRL01,3793.5453925676707,OUT046
FDV56,1578.460336815968,OUT049
DRH13,2898.7048553677428,OUT027
FDA03,2473.480509472889,OUT017
FDF47,5839.6446653173325,OUT027
FDX32,2473.480509472889,OUT046
FDX57,1534.2190791682788,OUT049
NCA30,3055.580389925967,OUT045
FDO49,785.1589752672513,OUT013
FDL04,249.41947857181393,OUT019
DRM48,662.4153748107352,OUT035
FDR16,3664.5035952960084,OUT013
NCC19,3057.7986905650387,OUT018
NCE42,3872.8977523444937,OUT045
FDY24,916.3333660552697,OUT017
FDH19,2865.3827530199183,OUT049
FDJ46,2865.3827530199183,OUT013
FDN45,573.0941185087692,OUT010
FDY08,2034.2505012931651,OUT035
FDZ37,1444.1210815021038,OUT035
NCT30,730.0071579537916,OUT045
DRY23,666.3359994098031,OUT018
NCZ30,2016.141361653881,OUT018
FDC44,1918.0012212754343,OUT018
FDB45,1575.9845502397366,OUT035
FDY04,2569.511967372765,OUT013
FDM27,2549.149048815267,OUT046
FDZ43,3888.5974851167643,OUT017
FDT39,368.5702970986796,OUT019
NCC06,283.3309163406993,OUT019
FDL15,4063.550657280288,OUT027
FDL57,4050.0639326314003,OUT017
FDU08,1536.5168756020325,OUT046
FDK40,4101.102443095318,OUT017
FDQ12,570.0497927831336,OUT010
FDS48,2476.2362203498474,OUT017
FDP09,3672.5723206775547,OUT045
FDW21,1538.933613318444,OUT049
FDY25,3024.3404727518605,OUT035
DRE13,1438.5017807217562,OUT017
FDV43,130.80832360373316,OUT019
FDD22,1702.23225930142,OUT045
FDM46,232.19909384306487,OUT019
NCO30,479.64579749715534,OUT010
FDM25,2865.3827530199183,OUT046
NCN41,2016.141361653881,OUT049
FDU24,1525.0751981340895,OUT045
FDZ50,3055.580389925967,OUT046
FDP45,3990.9772608172766,OUT013
NCM54,2018.321380466304,OUT045
FDW10,423.1021453668143,OUT019
FDP20,2018.321380466304,OUT017
FDK32,2476.2362203498474,OUT046
FDN52,1455.122049984324,OUT049
FDM58,1665.7827662920513,OUT045
FDZ46,2931.0610730725543,OUT027
NCA18,1943.978275137095,OUT018
FDD35,2016.141361653881,OUT046
NCK31,732.6154028249133,OUT035
FDI40,2862.6335700285067,OUT027
FDT50,238.66854954347266,OUT019
NCT06,2571.100903887338,OUT046
FDT31,3055.580389925967,OUT035
FDT45,857.7419584662963,OUT049
FDT13,3055.580389925967,OUT045
FDO50,1490.3703586601152,OUT045
NCU18,281.5744897547063,OUT010
NCR54,3057.7986905650387,OUT049
NCO18,2892.927555101359,OUT018
FDU09,916.3333660552697,OUT045
FDT13,3055.580389925967,OUT018
FDE09,1702.23225930142,OUT046
NCK53,248.5789361813429,OUT019
FDG45,3662.939728771644,OUT049
DRH15,687.7403114513965,OUT035
FDO21,571.6598492788664,OUT019
FDD14,5088.897107431409,OUT027
FDC09,1575.9845502397366,OUT046
FDH45,988.2792340382397,OUT027
FDV32,1129.6778149465122,OUT046
FDG12,1975.5796247292146,OUT035
FDS32,2034.2505012931651,OUT013
NCL55,3846.6109663906786,OUT018
DRE01,3876.603112625978,OUT035
DRE15,1295.4500715163354,OUT049
NCL42,3908.239018602761,OUT045
FDP31,1219.9683017957045,OUT013
FDN33,1527.5621611158813,OUT018
FDZ59,2571.100903887338,OUT046
FDE45,428.2361650611812,OUT010
FDJ07,1961.9972445527435,OUT013
FDQ45,3055.580389925967,OUT018
FDM33,5839.6446653173325,OUT027
FDO15,152.37844447059226,OUT010
FDM46,1543.3958563347028,OUT013
FDR03,3437.244278037283,OUT045
FDY49,2648.3291463136165,OUT018
FDQ60,1972.4223948545841,OUT045
FDW10,2865.3827530199183,OUT049
FDO51,685.9646695977161,OUT049
FDJ40,1590.6323913333792,OUT018
FDS20,3051.0717156399805,OUT018
FDU45,1779.8579593076647,OUT013
FDV02,2750.760618951513,OUT035
FDN09,3905.590650251383,OUT046
NCM55,5088.897107431409,OUT027
FDN23,2468.529373765816,OUT018
FDY31,367.75402636699664,OUT010
FDW03,242.73747559389176,OUT010
FDD14,3055.580389925967,OUT046
FDV23,2018.321380466304,OUT017
DRI03,2865.3827530199183,OUT045
FDN13,1540.7863994840911,OUT035
FDF45,1302.039691193117,OUT027
FDU46,1447.3177714611438,OUT035
FDB57,3763.7090744358807,OUT049
FDV12,1543.4343154506391,OUT049
FDQ58,2476.2362203498474,OUT013
NCA18,1941.8112166103308,OUT017
FDH52,1017.4606427650559,OUT049
FDM24,2473.480509472889,OUT018
NCP43,4778.050943679751,OUT027
NCO18,428.07086525520003,OUT019
FDM32,1495.3087724788065,OUT017
NCL07,663.9904824499649,OUT017
FDK03,4004.8930459360035,OUT013
FDP59,1573.283741626509,OUT017
FDQ24,4006.678525333003,OUT049
FDQ16,1590.6323913333792,OUT018
FDU44,2551.4364363576124,OUT013
FDH28,130.80832360373316,OUT010
FDV28,130.80832360373316,OUT019
FDM22,904.5969116376456,OUT045
FDR56,3057.7986905650387,OUT046
FDV39,3061.081943169376,OUT049
FDU37,175.4906871376014,OUT019
FDQ11,572.2175911048735,OUT010
FDX02,3778.910688734133,OUT045
NCS42,1527.5621611158813,OUT018
FDY57,2827.1834729688276,OUT027
FDB21,3871.8904009459943,OUT049
FDE28,3807.8554606583516,OUT017
FDQ55,1918.0012212754343,OUT017
FDA48,3750.4885626431355,OUT049
FDZ19,2865.3827530199183,OUT045
NCC43,3998.4649068078725,OUT045
NCV18,1423.8128219687305,OUT046
NCA42,2549.149048815267,OUT018
FDY45,4053.375748835037,OUT046
NCC30,2971.290717230349,OUT045
FDM57,1524.0410024678017,OUT013
FDL09,388.90553715764196,OUT010
FDB09,2983.336271233146,OUT027
FDT44,1972.4223948545841,OUT035
NCT06,4261.405545051558,OUT027
FDX26,3055.580389925967,OUT049
FDK32,2485.185044341002,OUT013
DRA12,2063.4586432628894,OUT046
FDO46,493.0511159885498,OUT010
FDE52,1526.0908727922981,OUT013
NCH42,3803.0571973812357,OUT045
FDV08,666.6940535990673,OUT035
FDB47,3499.2905618051545,OUT018
FDC28,259.7826498109052,OUT010
FDD22,1920.5327440168958,OUT046
FDS07,2939.3346062843552,OUT027
DRI13,3697.895539448087,OUT045
FDG32,3570.2592519328437,OUT018
FDU14,4032.8579915702653,OUT017
FDD28,131.2032458364108,OUT019
NCP41,1590.6323913333792,OUT017
FDS08,2865.3827530199183,OUT049
FDX47,2539.7586820323872,OUT045
FDC53,247.33249100039293,OUT019
FDQ19,3907.2687547517858,OUT035
FDL14,2490.8400340093053,OUT045
FDM33,572.5363766827621,OUT019
FDA51,1918.0012212754343,OUT045
FDZ27,728.8493524481955,OUT018
FDT04,668.102755649959,OUT046
DRC13,2016.141361653881,OUT049
FDR16,5842.378838088875,OUT027
FDQ03,5839.6446653173325,OUT027
FDE38,2688.719837391741,OUT035
DRH23,1242.5842735890508,OUT027
FDT11,494.96593071263715,OUT019
FDD09,3001.273276122116,OUT035
FDR40,1405.1243648646885,OUT045
FDX07,3055.580389925967,OUT017
FDR07,1534.2190791682788,OUT035
FDA51,1931.0496100819482,OUT017
FDT59,571.4521206634748,OUT019
FDF20,3057.7986905650387,OUT017
FDR13,1939.3226236041448,OUT045
FDY26,3673.707543369708,OUT049
FDW04,2026.2195544989384,OUT017
FDK52,3797.5332716855605,OUT017
FDN60,2537.999464278097,OUT049
FDM09,413.1615225043542,OUT019
FDP46,1458.6781573186045,OUT049
FDB50,175.09089430266351,OUT019
NCQ29,4050.569724347337,OUT049
FDP16,5839.6446653173325,OUT027
FDX33,2565.658472386141,OUT018
FDP07,508.84275064631373,OUT010
FDN22,4003.2149317368503,OUT046
FDF39,4073.7641544442276,OUT049
FDS21,999.1034134109356,OUT017
NCM42,1580.855601132862,OUT013
FDK50,385.6287896448284,OUT019
DRF13,4035.515382555308,OUT027
FDH35,2571.100903887338,OUT018
FDP60,1543.4343154506391,OUT018
DRJ49,2997.0498698486294,OUT027
NCT42,366.19235796788763,OUT019
FDE38,2686.4085021234873,OUT049
FDI04,3069.3956946995454,OUT049
NCH54,2542.084262237544,OUT045
FDT56,941.5065611936665,OUT049
DRD15,3621.427153062208,OUT018
FDV58,3057.7986905650387,OUT013
FDP21,3055.580389925967,OUT049
FDH05,3787.163973296879,OUT013
FDR10,4254.011150614619,OUT027
NCP06,2473.480509472889,OUT045
FDF33,1575.9845502397366,OUT049
DRK37,3055.580389925967,OUT013
DRH49,1408.4062451686527,OUT045
FDT58,2667.920201045498,OUT013
FDD41,1575.9845502397366,OUT018
FDP40,1663.0374228025864,OUT018
FDM51,2862.6335700285067,OUT027
FDO45,193.28982328838026,OUT010
FDW33,242.45770714031087,OUT010
FDY24,916.3333660552697,OUT045
FDB10,570.097915548572,OUT010
FDM40,2063.4586432628894,OUT035
NCI06,3024.3404727518605,OUT017
FDW12,336.6761207307867,OUT019
FDX48,4077.426050180366,OUT027
NCW05,2895.0903834128285,OUT027
FDX27,1532.9042478253343,OUT017
DRM37,3069.3956946995454,OUT045
FDA38,3881.4920204368136,OUT045
FDR36,668.102755649959,OUT046
FDZ45,3088.483645688393,OUT046
FDG05,2549.149048815267,OUT017
FDK28,4071.1001821077552,OUT013
FDV47,1438.5017807217562,OUT045
FDN21,2551.4364363576124,OUT045
FDP20,2990.950562574709,OUT027
FDI35,3047.152472951969,OUT045
DRY23,716.4778538947123,OUT013
FDA56,2016.141361653881,OUT017
FDB09,2016.141361653881,OUT013
NCO26,2955.2977813961934,OUT027
FDQ49,2514.076792799589,OUT018
FDI52,2979.3532480071904,OUT027
FDZ44,2955.2977813961934,OUT027
FDZ09,2571.100903887338,OUT018
FDY03,1918.0012212754343,OUT049
NCG42,2026.2195544989384,OUT017
DRI13,5839.6446653173325,OUT027
FDQ32,2016.141361653881,OUT013
FDW16,1490.3703586601152,OUT035
FDU27,730.0071579537916,OUT046
FDR28,387.92568927280854,OUT010
FDQ49,383.7207801694421,OUT010
FDS37,1941.8112166103308,OUT046
FDW26,3536.315517916074,OUT018
FDX12,3722.686984227181,OUT018
NCP06,2476.2362203498474,OUT013
FDW45,366.5237122819858,OUT010
NCN30,1532.9042478253343,OUT049
FDN24,857.7419584662963,OUT049
NCL41,983.1912202348909,OUT027
FDR02,260.7777839899668,OUT019
FDD09,449.1442772590568,OUT010
FDS33,193.4091152782811,OUT010
FDU22,2002.2266694572622,OUT045
FDI53,2569.511967372765,OUT013
DRH01,2865.3827530199183,OUT049
FDX32,2072.0559119924546,OUT013
NCP30,665.6351823384015,OUT018
FDB60,3057.7986905650387,OUT045
FDB14,1525.0751981340895,OUT049
NCP02,916.2604177169186,OUT035
FDJ10,2034.2505012931651,OUT017
FDG34,1663.0374228025864,OUT046
NCB18,1455.122049984324,OUT017
FDM16,1100.319145467075,OUT049
FDW25,1421.737502934399,OUT018
FDB35,222.36238663842224,OUT010
DRN11,2097.9122158622317,OUT013
FDF41,570.6556573745789,OUT019
FDH16,1467.4525210844645,OUT045
NCQ50,3512.4277488616553,OUT018
DRH23,933.9767291320738,OUT018
DRJ37,2476.2362203498474,OUT013
DRJ24,5091.631280202952,OUT027
FDY16,3055.580389925967,OUT035
FDQ27,1575.9845502397366,OUT045
FDZ33,2473.480509472889,OUT045
FDF29,2028.3528960250605,OUT045
FDA08,2569.511967372765,OUT049
FDG31,1126.5191879316728,OUT046
FDE34,465.9649337135426,OUT019
NCR30,1450.235448653315,OUT027
FDV33,4079.4724494225497,OUT035
DRZ24,2008.1187609207805,OUT018
NCL54,2865.3827530199183,OUT035
FDR12,2865.3827530199183,OUT049
NCC54,3852.4209658663713,OUT046
DRN59,775.921474435639,OUT013
FDX50,260.4980155363859,OUT019
FDV31,4707.128136978239,OUT027
NCA29,4450.655477693486,OUT027
FDW60,2885.6632013032813,OUT049
FDX08,3053.257308839825,OUT017
DRD49,3834.057786774537,OUT013
FDD33,3807.594749369857,OUT046
FDW35,715.6685188796953,OUT013
FDJ36,1575.9845502397366,OUT017
FDV51,2621.0212043514143,OUT035
FDW36,1575.9845502397366,OUT046
FDH35,2571.100903887338,OUT046
NCS30,3003.027200926683,OUT027
FDN49,663.9904824499649,OUT017
FDL08,3745.5788664801635,OUT018
FDI09,3872.2232304382387,OUT013
FDP19,2026.2195544989384,OUT018
FDU21,130.80832360373316,OUT010
NCP41,1578.460336815968,OUT045
FDY10,1803.9863645415244,OUT013
FDP12,662.0573206214713,OUT018
NCN26,1941.8112166103308,OUT049
FDK44,2865.3827530199183,OUT013
FDC28,1590.6323913333792,OUT049
FDJ41,5842.378838088875,OUT027
NCT29,2016.141361653881,OUT035
NCH42,572.2175911048735,OUT019
FDU60,2665.2328091538825,OUT018
FDS02,3057.7986905650387,OUT045
FDC51,2016.141361653881,OUT046
FDU03,3055.580389925967,OUT013
FDX39,3678.4133545345517,OUT045
NCY05,130.80832360373316,OUT010
NCL06,5839.6446653173325,OUT027
FDD32,1310.0067020520235,OUT035
NCN41,2016.141361653881,OUT045
NCX53,2060.3343053524727,OUT049
FDU57,367.6883517904753,OUT019
FDQ23,1575.9845502397366,OUT046
FDQ52,3994.2932596630235,OUT045
FDC14,667.4124189098433,OUT045
FDY09,2885.6632013032813,OUT035
FDQ28,2497.01830530062,OUT045
FDV25,3775.1532178119946,OUT046
FDJ07,1941.8112166103308,OUT035
DRB25,1575.9845502397366,OUT049
FDK52,572.5363766827621,OUT019
FDY52,1391.3999553749302,OUT027
FDB28,3061.081943169376,OUT046
FDT36,662.4153748107352,OUT035
FDV25,3792.2222147709904,OUT017
NCN07,3003.027200926683,OUT027
FDC57,3057.7986905650387,OUT017
FDQ03,3686.3250876689362,OUT018
FDU23,2665.2328091538825,OUT017
NCX41,3686.1804806696605,OUT035
NCD06,729.2074066374596,OUT035
FDW08,1578.460336815968,OUT045
NCU29,2470.80674788163,OUT017
NCE06,2555.7650180832047,OUT013
FDV52,271.7859100203449,OUT010
FDB02,2885.6632013032813,OUT017
NCR18,668.9225709962618,OUT045
FDK16,1532.9042478253343,OUT049
NCQ29,572.6078673226313,OUT010
FDZ01,248.3098228846745,OUT019
FDW27,2535.665273973118,OUT035
FDD17,3686.561077985435,OUT018
FDW39,2885.6632013032813,OUT013
DRH59,1088.239671465756,OUT045
FDS52,1565.9553289575042,OUT013
FDU40,5736.847012091186,OUT027
NCF54,2865.3827530199183,OUT013
FDH46,1575.9845502397366,OUT045
NCP14,1575.9845502397366,OUT049
FDH50,3055.580389925967,OUT049
DRF15,369.6405673773707,OUT010
FDV27,2535.130368109769,OUT027
NCJ06,2008.1187609207805,OUT049
FDN02,3320.729997967617,OUT018
FDQ51,727.5982809260706,OUT049
FDQ07,3759.2945161260523,OUT017
FDS45,1575.9845502397366,OUT049
NCJ06,2016.141361653881,OUT045
FDD36,1943.978275137095,OUT035
FDY25,3055.580389925967,OUT045
FDU52,2490.8400340093053,OUT046
DRK47,3801.4916106793353,OUT017
NCL30,2018.321380466304,OUT017
FDN22,4013.1933448393684,OUT035
NCF30,2990.950562574709,OUT027
FDK03,4043.8725300045603,OUT035
FDT45,915.0025529275583,OUT017
NCC54,5839.6446653173325,OUT027
FDP08,3057.7986905650387,OUT018
