Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU14,3797.323421838856,OUT018
FDB33,384.8205596726798,OUT010
FDP27,3124.784555438022,OUT046
FDO38,163.58575108591933,OUT010
FDE28,5838.0149955575525,OUT027
FDO27,1514.856380649141,OUT035
DRL23,2888.3429890582775,OUT027
FDS28,958.9895787887026,OUT046
FDX24,1462.1412695905847,OUT013
FDZ02,1539.9054784161822,OUT035
FDL46,1916.526156592954,OUT045
FDS60,4771.790902303958,OUT027
NCO06,596.3711065119287,OUT017
FDO16,1356.8060487739704,OUT035
FDC60,1367.63770497984,OUT049
FDA48,3454.4502910385513,OUT018
FDZ36,5188.655590813922,OUT027
FDK27,2044.249536615067,OUT045
FDW23,611.2499774944522,OUT018
FDM14,1685.0742437683127,OUT018
FDM14,1651.4516794993801,OUT013
FDW60,2819.4755063502853,OUT018
FDE21,1971.1887537684922,OUT013
NCM42,1662.9469765988854,OUT035
FDY59,229.46556438831144,OUT010
DRI49,1309.5591122837454,OUT049
FDT28,362.78737077496095,OUT019
FDQ22,611.3968001073597,OUT018
FDR60,1271.5657652318796,OUT049
FDC50,235.76252106338117,OUT019
FDV24,2417.4913823828156,OUT013
DRF48,496.0605729323721,OUT010
FDQ47,627.6127848596606,OUT046
DRN36,1536.666877243505,OUT049
NCY06,2020.752775062014,OUT035
FDE52,1381.4521148143044,OUT035
NCB54,2007.6938134849531,OUT045
NCF31,2476.979335582198,OUT035
FDJ08,5218.815481613352,OUT027
NCC07,1651.120868703437,OUT017
NCD19,1253.003802356099,OUT027
FDL46,1986.4625745952428,OUT049
FDM20,4023.3005341453472,OUT045
NCI06,451.92834472619774,OUT010
DRM11,4196.994265050657,OUT035
NCH07,2492.2963703454598,OUT018
FDS23,2043.1047759373107,OUT013
FDO49,765.0625415876514,OUT018
FDS35,1063.6114638007027,OUT049
DRK39,1343.531350520374,OUT045
DRI39,902.3158113372601,OUT049
FDV04,2511.974921353635,OUT017
NCN14,3056.4608431434713,OUT035
FDH08,3763.8707029687152,OUT013
FDS20,3154.845802224856,OUT046
FDV40,1146.0923948330685,OUT049
FDZ48,259.3785174742891,OUT010
FDS24,2545.511034243799,OUT027
FDK44,2857.366275277087,OUT049
FDS48,2517.669045322919,OUT045
FDK26,498.6271267285709,OUT010
FDD23,3115.531255030362,OUT045
NCH54,2585.3142222634256,OUT017
NCP14,240.87759666434258,OUT010
FDM60,131.6580395625686,OUT010
FDV24,2441.5096481225546,OUT017
FDH08,3522.5752304399916,OUT018
FDS12,3020.3623866995085,OUT027
FDR39,4871.64432716963,OUT027
FDP12,1019.8088443057261,OUT027
DRF60,5839.569250271463,OUT027
FDC09,1649.5480603175777,OUT035
FDF50,2991.971820079168,OUT018
FDG28,4019.3996773261297,OUT035
NCE19,868.6849769272591,OUT017
NCM53,250.4960473209145,OUT010
NCN18,1717.2226808037333,OUT049
FDF32,3135.105953843403,OUT035
FDF11,3970.2269040056435,OUT013
DRI59,3809.522975762651,OUT049
NCG54,2792.1502103728913,OUT035
FDM44,1641.6646753874732,OUT046
FDT57,3608.8443714583364,OUT018
FDV24,2452.467419164549,OUT046
FDI50,568.5137250233146,OUT019
FDS09,772.1423688823494,OUT035
NCC31,4077.2995942311054,OUT027
FDQ07,571.3767433534412,OUT019
FDC22,3123.9008059275307,OUT017
FDZ56,2810.9061660068946,OUT046
FDZ40,131.6580395625686,OUT019
FDS46,2945.6786909152283,OUT027
DRD24,2067.525548747168,OUT045
FDV45,3089.121992191575,OUT017
FDL26,2518.139178745546,OUT045
FDA56,1997.5366821727814,OUT018
FDN27,1981.718951183162,OUT046
FDM20,3982.4710398026195,OUT049
FDO16,1340.527580156125,OUT017
FDL03,3010.8267596757278,OUT035
FDE58,1957.1538951381788,OUT046
FDI02,2935.0179611104263,OUT027
NCC55,131.6580395625686,OUT019
FDR03,3231.560195878076,OUT018
FDB14,1439.6899769423296,OUT017
FDR45,3978.80134394822,OUT013
NCN07,2045.7382156255014,OUT017
FDM51,247.25391132851118,OUT019
FDT52,5837.9395369645335,OUT027
FDL26,2501.1509725106785,OUT046
NCZ42,3927.456513464012,OUT046
DRI47,364.72826536042595,OUT019
FDW40,2085.39261542286,OUT013
FDN34,2802.922910741357,OUT046
FDS01,2939.082365658852,OUT035
NCG55,1926.5967725153148,OUT045
FDC11,1363.5842413238602,OUT035
FDX35,3494.273882135472,OUT018
NCB06,2580.993119021502,OUT046
FDR09,569.5300657893971,OUT019
FDC53,1539.7359341696222,OUT017
FDY45,4132.407375678527,OUT013
FDA22,386.08011258586316,OUT010
FDE02,1512.664392094272,OUT035
FDW21,1635.6185062400968,OUT045
FDV34,1176.2033425838597,OUT046
FDS59,1655.2505782823264,OUT049
NCW17,2063.1968286229144,OUT017
NCK54,1969.9976498012704,OUT046
FDG17,568.5137250233146,OUT019
FDG35,2877.5108253876183,OUT017
FDD08,131.6580395625686,OUT010
NCO07,3652.424237428173,OUT017
FDJ10,281.9328414603385,OUT010
FDW36,1648.4218731685191,OUT017
FDW21,239.39687613722526,OUT010
FDY19,1935.3736285967802,OUT017
DRE03,826.4275167796008,OUT013
NCC55,638.6306955323959,OUT049
FDH52,135.67024001774328,OUT010
FDO09,4073.909986058857,OUT017
FDU43,3969.6780370202487,OUT045
FDX09,420.0574201572516,OUT010
FDH40,199.94312745617083,OUT019
FDW58,1647.4811022899455,OUT017
FDC47,3746.6068181466053,OUT017
NCR41,1492.9965404126103,OUT035
DRG49,3914.89788969087,OUT035
FDC52,4050.633618900022,OUT027
FDY13,1185.385259940198,OUT046
FDY35,721.064971424856,OUT013
FDI35,3124.055381423715,OUT017
NCU18,2093.1211485331455,OUT049
FDY33,2507.376054093011,OUT018
FDC15,4193.5934566075475,OUT027
FDU01,3058.395630913107,OUT049
NCU42,2812.047240604002,OUT046
NCV29,2820.153603706262,OUT018
NCY30,3046.4480984490265,OUT017
FDQ46,1732.9388486212213,OUT049
FDG58,4071.2634440564616,OUT027
FDK33,3632.7917643951105,OUT017
NCD07,1900.7583874019197,OUT045
NCX29,4011.2444025270775,OUT027
NCT42,2428.14203466871,OUT013
DRN59,754.0604951377597,OUT035
FDI44,1283.112657706162,OUT035
FDA45,2844.6887556244433,OUT049
FDP31,1061.829907773411,OUT045
FDY01,1942.1993200916093,OUT046
FDT09,2031.332850495413,OUT018
DRH03,2817.4077540894914,OUT027
FDA36,2994.42793803332,OUT018
NCF31,2454.0702157219985,OUT017
FDG14,2458.0508722475056,OUT049
FDG28,5839.569250271463,OUT027
FDU14,4106.493010494801,OUT049
FDY47,287.31550708300114,OUT019
FDI56,1380.6751984219964,OUT049
DRD01,1016.0676477178116,OUT013
FDM22,954.0486388948593,OUT046
FDH33,714.469628403755,OUT013
DRZ24,1952.6283096371023,OUT013
NCQ38,1649.5480603175777,OUT046
FDO16,2345.862869373723,OUT027
FDU07,4033.8150309274997,OUT027
NCB07,3003.713450685532,OUT013
FDU48,2030.1465071776993,OUT045
NCM43,2666.8147772702396,OUT045
FDR31,363.69009990911286,OUT010
DRK49,614.3930040415919,OUT018
NCI30,571.7339780096647,OUT010
DRD60,3061.3094107278175,OUT017
NCG19,3825.1696295400525,OUT046
FDH12,1648.9718318386613,OUT035
FDM32,1427.9183331550414,OUT035
FDM27,2536.641681579099,OUT035
NCU53,4275.945360534387,OUT027
NCQ18,1570.2287654886488,OUT046
FDS10,2913.015592110027,OUT013
FDB33,4193.5934566075475,OUT027
FDI12,1435.0046723653265,OUT013
NCW42,3687.541695915955,OUT013
NCC06,2013.753210394768,OUT018
FDW02,2015.8614779082782,OUT017
NCD43,1649.354717561705,OUT017
FDM57,1343.1669260548044,OUT018
FDA58,3885.881543612815,OUT017
FDK56,3136.2415145677014,OUT046
FDP52,3868.803219475752,OUT045
FDW20,2010.3233621793202,OUT018
FDS52,1616.6105384688988,OUT049
NCT29,1942.6906238557501,OUT018
NCL54,2870.1907978385057,OUT013
FDC05,3091.5812056336895,OUT045
FDF34,3082.7702411028386,OUT035
FDP03,3015.974163747079,OUT027
FDD32,193.5866085099561,OUT010
FDZ10,2023.5114400071443,OUT045
FDZ40,865.0886622226994,OUT035
FDD51,622.8850365924351,OUT018
NCY30,428.686964660245,OUT019
FDP58,3702.5327167268965,OUT017
FDV49,4176.863716816354,OUT017
FDY24,131.6580395625686,OUT019
NCO55,1654.509714301392,OUT017
FDR13,1922.33537780599,OUT017
FDS51,992.9587187879747,OUT017
FDP26,1647.6421227800865,OUT045
NCB54,3030.5738306614485,OUT027
FDF32,3073.842863944714,OUT017
FDN31,3008.9290690218213,OUT018
DRM48,596.5903913117552,OUT017
FDN20,2790.4247492480076,OUT049
DRL01,3794.8183382111283,OUT046
FDV56,1648.292084973478,OUT049
DRH13,2895.077632310568,OUT027
FDA03,2492.617198514393,OUT017
FDF47,5838.0149955575525,OUT027
FDX32,2510.7412968804147,OUT046
FDX57,1531.530820833117,OUT049
NCA30,3020.4177500817405,OUT045
FDO49,827.1096047109595,OUT013
FDL04,248.03434496431234,OUT019
DRM48,600.4535502775726,OUT035
FDR16,3592.1392890804814,OUT013
NCC19,3015.8683587217097,OUT018
NCE42,3994.318224241129,OUT045
FDY24,868.2890268214086,OUT017
FDH19,2849.78094753717,OUT049
FDJ46,2840.1221923358576,OUT013
FDN45,570.1406200844219,OUT010
FDY08,2027.067374138834,OUT035
FDZ37,1365.2652651271396,OUT035
NCT30,763.428514957426,OUT045
DRY23,620.2868024531574,OUT018
NCZ30,1994.0599613347447,OUT018
FDC44,1850.4195895573584,OUT018
FDB45,1648.4929290879395,OUT035
FDY04,2567.1486499625926,OUT013
FDM27,2575.4711563939572,OUT046
FDZ43,3906.3740078175015,OUT017
FDT39,365.63890977573675,OUT019
NCC06,283.7295740786513,OUT019
FDL15,4071.2634440564616,OUT027
FDL57,4074.2097669839236,OUT017
FDU08,1560.031809079647,OUT046
FDK40,4209.807563622776,OUT017
FDQ12,567.2776017542953,OUT010
FDS48,2498.6425875492323,OUT017
FDP09,3625.777947063656,OUT045
FDW21,1559.2556255840184,OUT049
FDY25,3061.5206430566386,OUT035
DRE13,1361.0897778353383,OUT017
FDV43,131.6580395625686,OUT019
FDD22,1736.3750339313438,OUT045
FDM46,233.6210593839388,OUT019
NCO30,484.1034209863626,OUT010
FDM25,2863.8280679885133,OUT046
NCN41,2040.746105712768,OUT049
FDU24,1447.6890661696857,OUT045
FDZ50,3144.616289296688,OUT046
FDP45,4006.9507903398153,OUT013
NCM54,2020.6525747716516,OUT045
FDW10,417.67712383594966,OUT019
FDP20,2019.631504190313,OUT017
FDK32,2510.595191978104,OUT046
FDN52,1366.7088526928117,OUT049
FDM58,1722.2599800318924,OUT045
FDZ46,2926.133543391606,OUT027
NCA18,1862.032468159429,OUT018
FDD35,2092.071255425995,OUT046
NCK31,761.596127418125,OUT035
FDI40,2860.7442921537167,OUT027
FDT50,239.11708870639868,OUT019
NCT06,2634.592405231366,OUT046
FDT31,3023.6269886408572,OUT035
FDT45,865.0125640613696,OUT049
FDT13,3107.3672448299935,OUT045
FDO50,1387.1795002663266,OUT045
NCU18,280.76624650562894,OUT010
NCR54,3095.4025760815666,OUT049
NCO18,2814.1629794562455,OUT018
FDU09,872.9047183010418,OUT045
FDT13,2998.086594115707,OUT018
FDE09,1760.849601399687,OUT046
NCK53,247.25391132851118,OUT019
FDG45,3587.5014622874173,OUT049
DRH15,676.5299766622082,OUT035
FDO21,568.5137250233146,OUT019
FDD14,5187.0258775069915,OUT027
FDC09,1649.5480603175777,OUT046
FDH45,1033.2152898151144,OUT027
FDV32,1128.8105935277647,OUT046
FDG12,1990.8953362038828,OUT035
FDS32,2083.417474740578,OUT013
NCL55,3776.7739494765196,OUT018
DRE01,3876.7210897162545,OUT035
DRE15,1271.0905884432304,OUT049
NCL42,3950.1756783233054,OUT045
FDP31,1215.843064315751,OUT013
FDN33,1433.6520287015085,OUT018
FDZ59,2559.7468142289613,OUT046
FDE45,425.6316362398021,OUT010
FDJ07,1997.3351334617646,OUT013
FDQ45,3001.0807232267484,OUT018
FDM33,5838.0149955575525,OUT027
FDO15,153.1178032185193,OUT010
FDM46,1465.3602092254025,OUT013
FDR03,3441.6346482098616,OUT045
FDY49,2649.4765595862673,OUT018
FDQ60,1939.3427532257065,OUT045
FDW10,2844.271930853636,OUT049
FDO51,682.8623627117327,OUT049
FDJ40,1633.1049057603755,OUT018
FDS20,3032.647558038446,OUT018
FDU45,1814.4684277765582,OUT013
FDV02,2783.12732037474,OUT035
FDN09,3997.4060317029625,OUT046
NCM55,5190.823906130795,OUT027
FDN23,2372.8692436808556,OUT018
FDY31,365.17679472601844,OUT010
FDW03,240.87759666434258,OUT010
FDD14,3067.5401274134365,OUT046
FDV23,2007.4384394433293,OUT017
DRI03,2882.722314145202,OUT045
FDN13,1571.6233397686478,OUT035
FDF45,1313.9151758092466,OUT027
FDU46,1365.610348782338,OUT035
FDB57,3698.794883496265,OUT049
FDV12,1566.6636798199315,OUT049
FDQ58,2427.9274312049342,OUT013
NCA18,1900.260230275158,OUT017
FDH52,990.558030034743,OUT049
FDM24,2375.739406412782,OUT018
NCP43,4871.56886857661,OUT027
NCO18,425.37581781077233,OUT019
FDM32,1396.8134182502054,OUT017
NCL07,603.988682780072,OUT017
FDK03,4023.472217188539,OUT013
FDP59,1649.1203884838883,OUT017
FDQ24,4042.293673571893,OUT049
FDQ16,1634.1423615291892,OUT018
FDU44,2538.680879040393,OUT013
FDH28,131.6580395625686,OUT010
FDV28,131.6580395625686,OUT019
FDM22,860.0102015786582,OUT045
FDR56,3107.382825011815,OUT046
FDV39,3093.8155153166113,OUT049
FDU37,173.2095047346743,OUT019
FDQ11,569.4243292783292,OUT010
FDX02,3784.682866309608,OUT045
NCS42,1428.9792390395387,OUT018
FDY57,2817.4077540894914,OUT027
FDB21,3867.0947990391114,OUT049
FDE28,3870.0588870424695,OUT017
FDQ55,1933.6142434453006,OUT017
FDA48,3665.7472239839217,OUT049
FDZ19,2858.7157809671457,OUT045
NCC43,3983.4004516482046,OUT045
NCV18,1361.7868300986765,OUT046
NCA42,2494.174990402261,OUT018
FDY45,4182.915037945756,OUT046
NCC30,2963.1840456580103,OUT045
FDM57,1434.6827391265783,OUT013
FDL09,388.410632240518,OUT010
FDB09,3015.974163747079,OUT027
FDT44,1951.3275570386747,OUT035
NCT06,4275.945360534387,OUT027
FDX26,3132.220833311331,OUT049
FDK32,2479.251796816608,OUT013
DRA12,2142.76498320461,OUT046
FDO46,495.20645054441394,OUT010
FDE52,1434.0235331910224,OUT013
NCH42,3820.7701131211697,OUT045
FDV08,621.9637850527457,OUT035
FDB47,3385.018624237736,OUT018
FDC28,259.3510593372657,OUT010
FDD22,1923.0637218081267,OUT046
FDS07,2938.7783354899466,OUT027
DRI13,3690.5337880986435,OUT045
FDG32,3452.981339407951,OUT018
FDU14,4114.584214980062,OUT017
FDD28,132.7864785249588,OUT019
NCP41,1661.142278574293,OUT017
FDS08,2872.372802468019,OUT049
FDX47,2531.4588708903916,OUT045
FDC53,245.7218043641655,OUT019
FDQ19,4020.1459191261342,OUT035
FDL14,2477.809162635101,OUT045
FDM33,569.2300158294073,OUT019
FDA51,1885.7768363099021,OUT045
FDZ27,764.2651433017797,OUT018
FDT04,648.5840129068147,OUT046
DRC13,2052.702280325489,OUT049
FDR16,5838.0149955575525,OUT027
FDQ03,5838.0149955575525,OUT027
FDE38,2717.8339012582123,OUT035
DRH23,1278.661123402718,OUT027
FDT11,497.37051877440075,OUT019
FDD09,3004.3249793388864,OUT035
FDR40,1340.8805917441662,OUT045
FDX07,3044.9034711696713,OUT017
FDR07,1543.0253925503876,OUT035
FDA51,1887.3732597647102,OUT017
FDT59,568.719118529461,OUT019
FDF20,3086.4746822108746,OUT017
FDR13,1913.4764513103428,OUT045
FDY26,3610.7943177786797,OUT049
FDW04,2021.650162288148,OUT017
FDK52,3846.3466301915123,OUT017
FDN60,2545.0298579306295,OUT049
FDM09,410.01373869044755,OUT019
FDP46,1365.0703549797372,OUT049
FDB50,172.84961422835423,OUT019
NCQ29,4017.772673875647,OUT049
FDP16,5837.9395369645335,OUT027
FDX33,2479.6361793999104,OUT018
FDP07,511.7649924872184,OUT010
FDN22,4012.2553351538627,OUT046
FDF39,4116.762774385896,OUT049
FDS21,963.5586482725865,OUT017
NCM42,1652.6005081594944,OUT013
FDK50,383.9700684993151,OUT019
DRF13,4030.790155660411,OUT027
FDH35,2509.9503608987475,OUT018
FDP60,1553.0479090055119,OUT018
DRJ49,3033.4633220971423,OUT027
NCT42,362.85312982952763,OUT019
FDE38,2704.222374563168,OUT049
FDI04,3122.375778698427,OUT049
NCH54,2576.3671623865703,OUT045
FDT56,916.1775401164507,OUT049
DRD15,3512.4733503201714,OUT018
FDV58,3026.1752859117255,OUT013
FDP21,3135.9950654845416,OUT049
FDH05,3724.026165055151,OUT013
FDR10,4263.452522572341,OUT027
NCP06,2510.306476867598,OUT045
FDF33,1646.8420703200484,OUT049
DRK37,3107.5546460434894,OUT013
DRH49,1337.611344232839,OUT045
FDT58,2658.892611293159,OUT013
FDD41,1628.2949628182926,OUT018
FDP40,1683.9369759404442,OUT018
FDM51,2860.7442921537167,OUT027
FDO45,197.8911272940544,OUT010
FDW33,240.7541852876728,OUT010
FDY24,867.3538639808706,OUT045
FDB10,567.2445913436082,OUT010
FDM40,2059.5607304454365,OUT035
NCI06,3061.844595648837,OUT017
FDW12,339.1279311437669,OUT019
FDX48,4080.559198081061,OUT027
NCW05,2888.3429890582775,OUT027
FDX27,1506.9345051847322,OUT017
DRM37,3103.40798549577,OUT045
FDA38,3907.5609404435445,OUT045
FDR36,648.8984777167258,OUT046
FDZ45,3149.388607723423,OUT046
FDG05,2527.035127643897,OUT017
FDK28,4177.434769077662,OUT013
FDV47,1356.8279227228936,OUT045
FDN21,2580.2808216188805,OUT045
FDP20,3020.3623866995085,OUT027
FDI35,3117.4001154006364,OUT045
DRY23,718.463023873769,OUT013
FDA56,2039.4131650917618,OUT017
FDB09,2027.3088042489876,OUT013
NCO26,2945.6786909152283,OUT027
FDQ49,2455.0309683602272,OUT018
FDI52,3013.413979241437,OUT027
FDZ44,2945.6786909152283,OUT027
FDZ09,2522.341467594016,OUT018
FDY03,1914.1345293282823,OUT049
NCG42,2046.6089236586881,OUT017
DRI13,5839.569250271463,OUT027
FDQ32,2042.9783597571782,OUT013
FDW16,1388.530289725205,OUT035
FDU27,782.7415116021107,OUT046
FDR28,386.4955116099276,OUT010
FDQ49,381.86532992377397,OUT010
FDS37,1949.2550528336176,OUT046
FDW26,3431.1799677335525,OUT018
FDX12,3712.74584913876,OUT018
NCP06,2466.939015141934,OUT013
FDW45,364.51005802071614,OUT010
NCN30,1488.3164937842894,OUT049
FDN24,865.8826188220623,OUT049
NCL41,1021.3866761295108,OUT027
FDR02,259.08699561173205,OUT019
FDD09,448.7058135131634,OUT010
FDS33,198.4299725803438,OUT010
FDU22,1988.3651080460352,OUT045
FDI53,2514.9056970877746,OUT013
DRH01,2858.429606841835,OUT049
FDX32,2120.9291459112646,OUT013
NCP30,613.0942548896685,OUT018
FDB60,3082.7664923173647,OUT045
FDB14,1436.8396258455587,OUT049
NCP02,872.179705316602,OUT035
FDJ10,2025.2817892998519,OUT017
FDG34,1724.2076137600673,OUT046
NCB18,1367.6080172806003,OUT017
FDM16,1128.0000810629583,OUT049
FDW25,1347.7027721336478,OUT018
FDB35,221.41016472360698,OUT010
DRN11,2125.6938373013086,OUT013
FDF41,566.934087008573,OUT019
FDH16,1372.234626655725,OUT045
NCQ50,3443.4185486494334,OUT018
DRH23,893.9704732267327,OUT018
DRJ37,2425.9875549626695,OUT013
DRJ24,5187.0258775069915,OUT027
FDY16,3057.404262840678,OUT035
FDQ27,1650.7628514103735,OUT045
FDZ33,2470.317904730907,OUT045
FDF29,2077.9307305638654,OUT045
FDA08,2572.11868654724,OUT049
FDG31,1121.4109324375665,OUT046
FDE34,464.2399552053947,OUT019
NCR30,1449.7671078839498,OUT027
FDV33,4136.285422479402,OUT035
DRZ24,1941.5389276705196,OUT018
NCL54,2866.0088845455007,OUT035
FDR12,2900.5705374025156,OUT049
NCC54,3815.90489654232,OUT046
DRN59,821.7626469640318,OUT013
FDX50,259.7483232114977,OUT019
FDV31,4771.866360896977,OUT027
NCA29,4400.42216555228,OUT027
FDW60,2933.4781144156354,OUT049
FDX08,3112.4398718422563,OUT017
DRD49,3786.850812583158,OUT013
FDD33,3832.6198891618756,OUT046
FDW35,714.352157110762,OUT013
FDJ36,1649.1203884838883,OUT017
FDV51,2702.44797071148,OUT035
FDW36,1654.3611576561648,OUT046
FDH35,2588.8140213941588,OUT046
NCS30,3033.4633220971423,OUT027
FDN49,608.9170714680736,OUT017
FDL08,3698.369515875784,OUT018
FDI09,3901.5904085717602,OUT013
FDP19,1982.7320923439297,OUT018
FDU21,131.6580395625686,OUT010
NCP41,1654.9373861350814,OUT045
FDY10,1821.9980912878832,OUT013
FDP12,592.7734519727553,OUT018
NCN26,1954.679103638197,OUT049
FDK44,2841.46768347809,OUT013
FDC28,1652.2079801589132,OUT049
FDJ41,5837.9395369645335,OUT027
NCT29,2005.330566833438,OUT035
NCH42,568.8137749833044,OUT019
FDU60,2598.5890399477803,OUT018
FDS02,3100.2026091900734,OUT045
FDC51,2092.0702671719446,OUT046
FDU03,3041.964912828613,OUT013
FDX39,3660.596412127148,OUT045
NCY05,131.6580395625686,OUT010
NCL06,5836.385282250624,OUT027
FDD32,1283.3842290960943,OUT035
NCN41,2005.2692260572,OUT045
NCX53,2146.2168889153,OUT049
FDU57,365.51337019408254,OUT019
FDQ23,1649.556850433579,OUT046
FDQ52,4021.7074557634887,OUT045
FDC14,624.4992186091415,OUT045
FDY09,2924.7657074110466,OUT035
FDQ28,2533.958371675307,OUT045
FDV25,3783.163059584701,OUT046
FDJ07,1942.7538475601314,OUT035
DRB25,1644.0926818187902,OUT049
FDK52,569.2300158294073,OUT019
FDY52,1393.019175035325,OUT027
FDB28,3116.5006713638622,OUT046
FDT36,597.9112525844068,OUT035
FDV25,3835.3914973747,OUT017
NCN07,3033.4633220971423,OUT027
FDC57,3034.896894113735,OUT017
FDQ03,3615.138369704196,OUT018
FDU23,2749.8749842116126,OUT017
NCX41,3668.600316893675,OUT035
NCD06,757.7852973494166,OUT035
FDW08,1651.9675272519507,OUT045
NCU29,2449.783561102485,OUT017
NCE06,2498.749943599636,OUT013
FDV52,271.4539181912129,OUT010
FDB02,2926.6313652803588,OUT017
NCR18,634.0729393067139,OUT045
FDK16,1488.9333643714351,OUT049
NCQ29,569.3913188676421,OUT010
FDZ01,246.90044368184638,OUT019
FDW27,2525.229930401825,OUT035
FDD17,3597.915640445889,OUT018
FDW39,2879.748242098178,OUT013
DRH59,1098.183298367546,OUT045
FDS52,1639.342522820752,OUT013
FDU40,5721.534779984944,OUT027
NCF54,2830.5337904671296,OUT013
FDH46,1651.2247195382256,OUT045
NCP14,1644.0889673380664,OUT049
FDH50,3156.9324550566103,OUT049
DRF15,368.34498818832066,OUT010
FDV27,2546.608567908268,OUT027
NCJ06,2048.4252669114185,OUT049
FDN02,3190.1871304436263,OUT018
FDQ51,773.7606636704129,OUT049
FDQ07,3714.7898940804903,OUT017
FDS45,1643.9666805016138,OUT049
NCJ06,2018.1710007329125,OUT045
FDD36,1955.828525961218,OUT035
FDY25,3116.6976254644455,OUT045
FDU52,2456.918009782805,OUT046
DRK47,3833.8142992559356,OUT017
NCL30,2020.1681910839197,OUT017
FDN22,4027.225411405174,OUT035
NCF30,3020.3623866995085,OUT027
FDK03,4070.578627866314,OUT035
FDT45,868.3497650826878,OUT017
